,$Name,$_PRimaryGroup,$Parent,$OpeningBalance,$ClosingBalance,$_PrevYearBalance,$IsRevenue,$PartyGSTIN,$MasterId,$AlterID,$Nature_Led,$UpdatedDate,$UpdatedTime,$CreatedBy,$CreatedDate,$AlteredDate,$AlteredBy,$LastVoucherDate,$CompanyName,$Year_from,$Year_to,$Company_number,$Path,$Amount,$Date,$VoucherNumber,$Type
387,1122020100/TRADE REC-OG/M S MANIMAHESH ENTERPRISES,Sundry Debtors,Sundry Debtors,0.0,0.0,0.0,0.0,,3190.0,14807.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
388,1122020100/TRADE REC-OG/M/S SOLARWORLD ENERGY SOLUTIONS PRI,Sundry Debtors,Sundry Debtors,0.0,0.0,,0.0,,3845.0,16368.0,BS,2025-01-06,121320000.0,,,,,2025-01-23,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
389,1122020100/TRADE REC-OG/Mundra Energies,Sundry Debtors,Sundry Debtors,0.0,0.0,0.0,0.0,,1801.0,13466.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
390,1122020100/TRADE REC-OG/MUNDRA SOLAR PV LIMITED,Sundry Debtors,Sundry Debtors,91279.0,91279.0,91279.0,0.0,,224.0,12478.0,BS,,0.0,,,,,2024-11-25,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
391,1122020100/TRADE REC-OG/MUNDRA SOLAR PV LIMITED -GR,Sundry Debtors,Sundry Debtors,0.0,,,0.0,,507.0,12761.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
392,1122020100/TRADE REC-OG/MUNDRA SOLAR PV LIMITED -MH,Sundry Debtors,Sundry Debtors,0.0,0.0,0.0,0.0,,481.0,12735.0,BS,,0.0,,,,,2025-01-28,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
393,1122020100/TRADE REC-OG/MUNDRA SOLAR PV LIMITED -TN,Sundry Debtors,Sundry Debtors,0.0,0.0,0.0,0.0,,508.0,12762.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
394,1122020100/TRADE REC-OG/Mytrah Aadhya Power Private Limited,Sundry Debtors,Sundry Debtors,4976.0,-1663995.94,4976.0,0.0,,1849.0,13514.0,BS,,0.0,,,,,2025-01-20,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
395,1122020100/TRADE REC-OG/Mytrah Aakash Power Private Limited,Sundry Debtors,Sundry Debtors,62000.0,-1749257.52,62000.0,0.0,,2004.0,13669.0,BS,,0.0,,,,,2025-01-15,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
396,1122020100/TRADE REC-OG/Mytrah Abhinav Power Pvt Ltd,Sundry Debtors,Sundry Debtors,7000.0,7000.0,7000.0,0.0,,1853.0,13518.0,BS,,0.0,,,,,2025-01-31,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
397,1122020100/TRADE REC-OG/MYTRAH AGRIYA POWER PRIVATE LIMITED,Sundry Debtors,Sundry Debtors,0.0,0.0,,0.0,,3701.0,15764.0,BS,2024-11-05,144720000.0,,,,,2024-10-31,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
398,1122020100/TRADE REC-OG/Mytrah Energy India Limited,Sundry Debtors,Sundry Debtors,-70540.0,-70540.0,-70540.0,0.0,,502.0,12756.0,BS,,0.0,,,,,2024-08-14,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
399,1122020100/TRADE REC-OG/Mytrah Energy (India) Private Limit,Sundry Debtors,Sundry Debtors,0.0,0.0,0.0,0.0,,2555.0,14177.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
400,1122020100/TRADE REC-OG/Narendra Flexipack Co. Pvt Ltd,Sundry Debtors,Sundry Debtors,0.0,0.0,0.0,0.0,,1845.0,13510.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
401,1122020100/TRADE REC-OG/Naresh Kumar Sharma,Sundry Debtors,Sundry Debtors,0.0,0.0,0.0,0.0,,2216.0,13881.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
402,1122020100/TRADE REC-OG/NATIONAL SAREESNATIONAL SAREES,Sundry Debtors,Sundry Debtors,0.0,0.0,,0.0,,3353.0,15765.0,BS,2024-11-05,144724000.0,,,,,2024-04-30,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
403,1122020100/TRADE REC-OG/NATIONAL TRUST FOR THE HANDICAPPED,Sundry Debtors,Sundry Debtors,0.0,0.0,0.0,0.0,,1520.0,13186.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
404,1122020100/TRADE REC-OG/NATURA ECO ENERGY PVT. LTD,Sundry Debtors,Sundry Debtors,0.0,0.0,0.0,0.0,,2345.0,14010.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
405,1122020100/TRADE REC-OG/NAVITAS GREEN SOLUTIONS PVT LTD,Sundry Debtors,Sundry Debtors,0.0,0.0,0.0,0.0,,2440.0,14105.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
406,1122020100/TRADE REC-OG/Nimesh Energy Solutions Private Lim,Sundry Debtors,Sundry Debtors,0.0,0.0,0.0,0.0,,2087.0,13752.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
407,1122020100/TRADE REC-OG/Nimoto Solar Pvt Ltd,Sundry Debtors,Sundry Debtors,0.0,0.0,0.0,0.0,,2928.0,14550.0,BS,,0.0,,,,,2024-06-13,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
408,1122020100/TRADE REC-OG/NIRA CORPORATION,Sundry Debtors,Sundry Debtors,0.0,0.0,0.0,0.0,,2690.0,14312.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
409,1122020100/TRADE REC-OG/Northern Light Energy,Sundry Debtors,Sundry Debtors,0.0,0.0,0.0,0.0,,1669.0,13334.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
410,1122020100/TRADE REC-OG/Novergy Energy Solutions P. Ltd.,Sundry Debtors,Sundry Debtors,0.0,,,0.0,,505.0,12759.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
411,1122020100/TRADE REC-OG/NSURE SAFE TECHNOLOGIES,Sundry Debtors,Sundry Debtors,0.0,0.0,0.0,0.0,,2093.0,13758.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
412,1122020100/TRADE REC-OG/NV VOGT SOLAR THREE PRIVATE LIMITED,Sundry Debtors,Sundry Debtors,0.0,0.0,,0.0,,3391.0,15766.0,BS,2024-11-05,144727000.0,,,,,2024-10-09,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
413,1122020100/TRADE REC-OG/O2 Power Private Limited,Sundry Debtors,Sundry Debtors,-143568348.0,-227386335.0,-143568348.0,0.0,,2554.0,14176.0,BS,,0.0,,,,,2025-01-25,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
414,1122020100/TRADE REC-OG/OASYS INFOCOM PVT. LTD.,Sundry Debtors,Sundry Debtors,0.0,0.0,,0.0,,3847.0,16369.0,BS,2025-01-06,121324000.0,,,,,2024-12-31,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
415,1122020100/TRADE REC-OG/OfCons Projects And Services Privat,Sundry Debtors,Sundry Debtors,-2563.61,0.0,-2563.61,0.0,,1563.0,13228.0,BS,,0.0,,,,,2024-09-04,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
416,1122020100/TRADE REC-OG/Onward Solar Power Private Limited,Sundry Debtors,Sundry Debtors,0.0,0.0,0.0,0.0,,2553.0,14175.0,BS,,0.0,,,,,2025-01-31,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
417,1122020100/TRADE REC-OG/OORJAN CLEANTECH PVT. LTD,Sundry Debtors,Sundry Debtors,0.0,0.0,0.0,0.0,,1941.0,13606.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
418,1122020100/TRADE REC-OG/OPAL SOLUTION,Sundry Debtors,Sundry Debtors,0.0,0.0,,0.0,,3705.0,15767.0,BS,2024-11-05,144731000.0,,,,,2024-10-31,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
419,1122020100/TRADE REC-OG/ORB ENERGY PRIVATE LIMITED,Sundry Debtors,Sundry Debtors,0.0,0.0,0.0,0.0,,1989.0,13654.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
420,1122020100/TRADE REC-OG/Oriana Power Limited,Sundry Debtors,Sundry Debtors,-5174400.0,11543.4,-5174400.0,0.0,,3104.0,14725.0,BS,,0.0,,,,,2024-12-03,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
421,1122020100/TRADE REC-OG/ORIANA POWER PVT LTD,Sundry Debtors,Sundry Debtors,0.0,0.0,0.0,0.0,,1671.0,13336.0,BS,,0.0,,,,,2025-01-25,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
422,1122020100/TRADE REC-OG/ORIANO CLEAN ENERGY PVT LTD,Sundry Debtors,Sundry Debtors,1014562.0,11562.0,1014562.0,0.0,,1990.0,13655.0,BS,,0.0,,,,,2024-05-13,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
423,1122020100/TRADE REC-OG/Oriental Structural Engineers Pvt L,Sundry Debtors,Sundry Debtors,0.0,0.0,0.0,0.0,,2139.0,13804.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
424,1122020100/TRADE REC-OG/ORNATE AGENCIES PRIVATE LIMITED,Sundry Debtors,Sundry Debtors,0.0,-15958880.0,,0.0,,3757.0,16222.0,BS,2024-12-06,164826000.0,,,,,2025-01-31,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
425,1122020100/TRADE REC-OG/Ornate Agencies Pvt Ltd,Sundry Debtors,Sundry Debtors,0.0,0.0,0.0,0.0,,2723.0,14345.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
426,1122020100/TRADE REC-OG/Palimarwar Solar Project Pvt. Ltd,Sundry Debtors,Sundry Debtors,-159724.8,0.0,-159724.8,0.0,,1464.0,13130.0,BS,,0.0,,,,,2024-10-09,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
427,1122020100/TRADE REC-OG/Panasian Investments Pvt. Ltd,Sundry Debtors,Sundry Debtors,-7091476.2,0.0,-7091476.2,0.0,,603.0,12839.0,BS,,0.0,,,,,2025-01-31,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
428,1122020100/TRADE REC-OG/Panasonic Life Solutions India Pvt.,Sundry Debtors,Sundry Debtors,0.0,-11580800.0,0.0,0.0,,2923.0,14545.0,BS,,0.0,,,,,2025-01-30,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
429,1122020100/TRADE REC-OG/PANTHREE SOLARO ENERGY PVT LTD,Sundry Debtors,Sundry Debtors,0.0,0.0,0.0,0.0,,1633.0,13298.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
430,1122020100/TRADE REC-OG/Param Renewable Energy Pvt. Ltd,Sundry Debtors,Sundry Debtors,0.0,0.0,0.0,0.0,,1582.0,13247.0,BS,,0.0,,,,,2024-05-31,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
431,1122020100/TRADE REC-OG/PASHUPATI COTSPIN LIMITED,Sundry Debtors,Sundry Debtors,0.0,0.0,0.0,0.0,,2929.0,14551.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
432,1122020100/TRADE REC-OG/PASITHEA INFRASTRUCTURE LTD.,Sundry Debtors,Sundry Debtors,0.0,0.0,0.0,0.0,,2186.0,13851.0,BS,,0.0,,,,,2024-05-31,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
433,1122020100/TRADE REC-OG/Pavanasuta Renewable Energy Pvt. Lt,Sundry Debtors,Sundry Debtors,0.0,0.0,0.0,0.0,,1717.0,13382.0,BS,,0.0,,,,,2024-09-16,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
434,1122020100/TRADE REC-OG/PEC POWER INFRA PRIVATE LIMITEDPEC,Sundry Debtors,Sundry Debtors,0.0,0.0,,0.0,,3462.0,15768.0,BS,2024-11-05,144735000.0,,,,,2024-06-28,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
435,1122020100/TRADE REC-OG/Photon Energy Systems Limited,Sundry Debtors,Sundry Debtors,0.0,0.0,0.0,0.0,,443.0,12697.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
436,1122020100/TRADE REC-OG/PHOTON ENERGY SYSTEMS LIMITED /IDA,Sundry Debtors,Sundry Debtors,0.0,-12107200.0,,0.0,,3392.0,15769.0,BS,2024-11-05,144739000.0,,,,,2025-01-31,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
437,1122020100/TRADE REC-OG/Planet Energy Technologies Pvt Ltd,Sundry Debtors,Sundry Debtors,0.0,0.0,0.0,0.0,,1367.0,13034.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
438,1122020100/TRADE REC-OG/Plastiblends India Limited,Sundry Debtors,Sundry Debtors,0.0,0.0,0.0,0.0,,2086.0,13751.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
439,1122020100/TRADE REC-OG/Platinum Holdings Lanka(Pvt)Ltd,Sundry Debtors,Sundry Debtors,0.0,0.0,,0.0,,3751.0,16223.0,BS,2024-12-06,164831000.0,,,,,2025-01-25,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
440,1122020100/TRADE REC-OG/PL SOLAR RENEWABLE LIMITED,Sundry Debtors,Sundry Debtors,0.0,0.0,0.0,0.0,,2726.0,14348.0,BS,,0.0,,,,,2024-10-31,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
441,1122020100/TRADE REC-OG/PL Sunrays Power Limited,Sundry Debtors,Sundry Debtors,0.0,0.0,0.0,0.0,,2095.0,13760.0,BS,,0.0,,,,,2024-12-31,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
442,1122020100/TRADE REC-OG/PL SURYA VIDYUT LIMITED,Sundry Debtors,Sundry Debtors,-167630.8,0.0,-167630.8,0.0,,2689.0,14311.0,BS,,0.0,,,,,2024-06-06,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
443,1122020100/TRADE REC-OG/PONNUSAMY VIJAYAKUMAR,Sundry Debtors,Sundry Debtors,-11416.5,0.0,-11416.5,0.0,,3185.0,14802.0,BS,,0.0,,,,,2024-06-07,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
444,1122020100/TRADE REC-OG/POOLAVADI WINDFARM LIMITED,New Ledgers,New Ledgers,0.0,-235646.0,,0.0,,3913.0,16442.0,BS,2025-02-12,163449000.0,,,,,2025-01-24,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
445,1122020100/TRADE REC-OG/PORWAL AGRO,Sundry Debtors,Sundry Debtors,0.0,0.0,0.0,0.0,,2251.0,13916.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
446,1122020100/TRADE REC-OG/POWEREDGE ENERGIE PVT LTD,Sundry Debtors,Sundry Debtors,0.0,0.0,0.0,0.0,,3276.0,14893.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
447,1122020100/TRADE REC-OG/PRABHU SPINNING MILLS (P) LIMITEDPR,Sundry Debtors,Sundry Debtors,0.0,0.0,,0.0,,3396.0,15770.0,BS,2024-11-05,144743000.0,,,,,2024-05-31,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
448,1122020100/TRADE REC-OG/Pralhad Enterprises,Sundry Debtors,Sundry Debtors,0.0,0.0,0.0,0.0,,1933.0,13598.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
449,1122020100/TRADE REC-OG/Prasiddhi Solar Pvt Ltd,Sundry Debtors,Sundry Debtors,0.0,0.0,0.0,0.0,,2253.0,13918.0,BS,,0.0,,,,,2024-05-31,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
450,1122020100/TRADE REC-OG/PRATIK MARBLES (P) LTD,Sundry Debtors,Sundry Debtors,0.0,0.0,0.0,0.0,,2728.0,14350.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
451,1122020100/TRADE REC-OG/Precision Camshaft Limited,Sundry Debtors,Sundry Debtors,0.0,0.0,0.0,0.0,,2922.0,14544.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
452,1122020100/TRADE REC-OG/Prime Energy,Sundry Debtors,Sundry Debtors,0.0,0.0,0.0,0.0,,1809.0,13474.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
453,1122020100/TRADE REC-OG/PRIMUS ENERGY SOLUTIONS PVT LTD.,Sundry Debtors,Sundry Debtors,0.0,0.0,0.0,0.0,,1566.0,13231.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
454,1122020100/TRADE REC-OG/PROJECT ELEVEN RENEWABLE POWER PVT,Sundry Debtors,Sundry Debtors,0.0,0.0,,0.0,,3749.0,16224.0,BS,2024-12-06,164834000.0,,,,,2025-01-25,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
455,1122020100/TRADE REC-OG/PROZEAL GREEN ENERGY PRIVATE LIMITE,Sundry Debtors,Sundry Debtors,0.0,0.0,0.0,0.0,,3277.0,14894.0,BS,,0.0,,,,,2024-07-31,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
456,1122020100/TRADE REC-OG/Prozeal Infra Engineering,Sundry Debtors,Sundry Debtors,36641.0,36641.0,36641.0,0.0,,371.0,12625.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
457,1122020100/TRADE REC-OG/Prozeal Infra Engineering Pvt. Ltd.,Sundry Debtors,Sundry Debtors,0.0,0.0,0.0,0.0,,2550.0,14172.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
458,1122020100/TRADE REC-OG/PSH INFRA TECH,New Ledgers,New Ledgers,0.0,-51448320.0,,0.0,,3917.0,16446.0,BS,2025-02-12,163449000.0,,,,,2025-01-31,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
459,1122020100/TRADE REC-OG/PURSHOTAM ISPAT,New Ledgers,New Ledgers,0.0,0.0,,0.0,,3910.0,16439.0,BS,2025-02-12,163449000.0,,,,,2025-01-31,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
460,1122020100/TRADE REC-OG/Purshotam Profile Pvt. Ltd.,Sundry Debtors,Sundry Debtors,0.0,-5134976.0,,0.0,,3454.0,15771.0,BS,2024-11-05,144747000.0,,,,,2025-01-25,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
461,1122020100/TRADE REC-OG/PURSHOTAM RAYS POWER PRIVATE LIMITE,New Ledgers,New Ledgers,0.0,-1485120.0,,0.0,,3911.0,16440.0,BS,2025-02-12,163449000.0,,,,,2025-01-09,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
462,1122020100/TRADE REC-OG/PV RENEWABLES INDIA PVT LTD,Sundry Debtors,Sundry Debtors,14500.0,14500.0,14500.0,0.0,,2546.0,14168.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
